,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
742,47.0,45.0,42.0,42.0,34.0,29.0,100.0,77.0,53.0,30.51,30.42,0.0,0.0,0.0,8.0,2.0,13.0,0.2
743,62.0,52.0,41.0,43.0,39.0,32.0,96.0,70.0,43.0,30.36,30.3,10.0,10.0,10.0,9.0,3.0,14.0,0.0
744,58.0,48.0,37.0,33.0,31.0,30.0,79.0,58.0,36.0,30.41,30.33,10.0,10.0,10.0,9.0,4.0,13.0,0.0
745,56.0,46.0,36.0,40.0,36.0,32.0,85.0,68.0,51.0,30.37,30.28,10.0,10.0,10.0,9.0,3.0,12.0,0.0
746,53.0,50.0,46.0,52.0,47.0,41.0,100.0,86.0,71.0,30.21,30.05,10.0,5.0,1.0,9.0,3.0,13.0,0.13
747,73.0,61.0,49.0,53.0,50.0,46.0,100.0,71.0,41.0,29.96,29.9,10.0,5.0,0.0,9.0,2.0,13.0,0.0
748,66.0,55.0,44.0,57.0,50.0,43.0,100.0,86.0,72.0,29.86,29.79,10.0,7.0,2.0,13.0,3.0,18.0,0.0
749,58.0,48.0,38.0,44.0,34.0,28.0,71.0,59.0,46.0,30.24,30.02,10.0,10.0,10.0,18.0,9.0,30.0,0.0
750,50.0,42.0,33.0,28.0,26.0,25.0,82.0,61.0,39.0,30.4,30.3,10.0,10.0,10.0,12.0,4.0,16.0,0.0
751,56.0,45.0,34.0,32.0,28.0,25.0,82.0,59.0,35.0,30.31,30.26,10.0,10.0,10.0,7.0,1.0,9.0,0.0
752,66.0,50.0,34.0,39.0,34.0,29.0,89.0,58.0,27.0,30.36,30.28,10.0,10.0,10.0,10.0,2.0,16.0,0.0
753,66.0,52.0,38.0,42.0,39.0,36.0,92.0,68.0,43.0,30.26,30.17,10.0,10.0,10.0,10.0,2.0,17.0,0.0
754,70.0,59.0,47.0,55.0,50.0,40.0,93.0,75.0,57.0,30.05,29.91,10.0,10.0,10.0,12.0,3.0,19.0,0.0
755,70.0,59.0,48.0,53.0,39.0,29.0,93.0,58.0,22.0,29.87,29.79,10.0,10.0,10.0,10.0,3.0,17.0,0.0
756,64.0,54.0,43.0,43.0,37.0,33.0,76.0,61.0,46.0,30.19,29.96,10.0,10.0,10.0,20.0,5.0,29.0,0.0
757,57.0,45.0,32.0,35.0,32.0,30.0,89.0,65.0,41.0,30.25,30.19,10.0,10.0,10.0,12.0,3.0,18.0,0.0
758,59.0,48.0,36.0,38.0,36.0,33.0,92.0,70.0,47.0,30.42,30.32,10.0,10.0,10.0,8.0,2.0,12.0,0.0
759,69.0,56.0,43.0,51.0,47.0,41.0,100.0,78.0,55.0,30.28,30.19,10.0,7.0,2.0,14.0,4.0,26.0,0.0
760,57.0,51.0,45.0,51.0,39.0,31.0,89.0,70.0,50.0,30.23,30.1,10.0,10.0,9.0,12.0,4.0,17.0,0.0
761,64.0,54.0,43.0,56.0,46.0,27.0,100.0,66.0,32.0,30.23,30.0,10.0,6.0,1.0,22.0,7.0,36.0,0.01
762,54.0,46.0,37.0,30.0,29.0,28.0,70.0,56.0,41.0,30.38,30.31,10.0,10.0,10.0,18.0,8.0,26.0,0.0
763,57.0,44.0,31.0,32.0,30.0,27.0,85.0,61.0,36.0,30.37,30.28,10.0,10.0,10.0,8.0,3.0,12.0,0.0
764,70.0,53.0,35.0,52.0,41.0,31.0,82.0,61.0,40.0,30.15,30.03,10.0,10.0,10.0,14.0,5.0,24.0,0.0
765,75.0,66.0,56.0,57.0,51.0,37.0,93.0,66.0,38.0,30.06,29.94,10.0,10.0,10.0,10.0,4.0,20.0,0.0
766,58.0,51.0,43.0,36.0,32.0,26.0,58.0,50.0,41.0,30.32,30.2,10.0,10.0,10.0,18.0,10.0,30.0,0.0
767,59.0,48.0,36.0,30.0,26.0,20.0,70.0,47.0,24.0,30.4,30.32,10.0,10.0,10.0,14.0,5.0,21.0,0.0
768,71.0,52.0,32.0,36.0,32.0,27.0,82.0,53.0,23.0,30.27,30.17,10.0,10.0,10.0,10.0,2.0,17.0,0.0
769,76.0,57.0,38.0,39.0,35.0,33.0,85.0,53.0,21.0,30.12,30.02,10.0,10.0,10.0,14.0,4.0,24.0,0.0
770,77.0,62.0,46.0,56.0,46.0,39.0,84.0,59.0,33.0,29.94,29.87,10.0,10.0,10.0,14.0,6.0,25.0,0.0
771,86.0,72.0,58.0,58.0,54.0,36.0,93.0,55.0,17.0,29.87,29.81,10.0,10.0,10.0,12.0,5.0,19.0,0.0
772,77.0,66.0,54.0,61.0,54.0,37.0,100.0,73.0,46.0,29.86,29.74,10.0,7.0,0.0,18.0,8.0,28.0,0.0
773,72.0,62.0,51.0,36.0,27.0,23.0,37.0,28.0,18.0,29.94,29.78,10.0,10.0,5.0,16.0,6.0,23.0,0.0
774,58.0,49.0,39.0,27.0,25.0,23.0,54.0,41.0,28.0,30.4,30.2,10.0,10.0,10.0,15.0,7.0,23.0,0.0
775,59.0,47.0,34.0,28.0,23.0,19.0,75.0,49.0,23.0,30.55,30.46,10.0,10.0,10.0,8.0,3.0,12.0,0.0
776,62.0,48.0,33.0,39.0,28.0,23.0,70.0,47.0,24.0,30.48,30.38,10.0,10.0,10.0,15.0,4.0,22.0,0.0
777,60.0,51.0,39.0,41.0,31.0,25.0,79.0,51.0,28.0,30.4,30.35,10.0,10.0,10.0,15.0,7.0,29.0,0.0
778,68.0,50.0,32.0,37.0,33.0,30.0,96.0,62.0,28.0,30.38,30.23,10.0,10.0,6.0,13.0,3.0,21.0,0.0
779,65.0,56.0,46.0,33.0,20.0,14.0,58.0,37.0,15.0,30.45,30.34,10.0,10.0,10.0,17.0,8.0,29.0,0.0
780,74.0,57.0,39.0,33.0,27.0,20.0,59.0,40.0,20.0,30.4,30.32,10.0,10.0,10.0,14.0,6.0,23.0,0.0
781,74.0,56.0,38.0,36.0,33.0,30.0,82.0,54.0,25.0,30.41,30.3,10.0,10.0,10.0,9.0,3.0,16.0,0.0
782,83.0,68.0,52.0,47.0,37.0,30.0,52.0,36.0,20.0,30.17,30.12,10.0,10.0,10.0,13.0,5.0,20.0,0.0
783,79.0,63.0,47.0,48.0,43.0,38.0,93.0,60.0,27.0,30.29,30.21,10.0,10.0,10.0,10.0,3.0,19.0,0.0
784,75.0,64.0,52.0,54.0,47.0,38.0,78.0,60.0,42.0,30.36,30.25,10.0,10.0,10.0,15.0,6.0,24.0,0.0
785,75.0,66.0,57.0,57.0,55.0,53.0,93.0,71.0,49.0,30.11,29.97,10.0,10.0,9.0,15.0,6.0,26.0,0.0
786,74.0,62.0,50.0,58.0,49.0,35.0,90.0,59.0,27.0,29.96,29.89,10.0,10.0,10.0,16.0,5.0,25.0,0.0
787,82.0,63.0,43.0,47.0,40.0,32.0,71.0,49.0,26.0,30.09,29.99,10.0,10.0,10.0,12.0,4.0,19.0,0.0
788,75.0,63.0,50.0,42.0,33.0,25.0,44.0,35.0,25.0,30.29,30.2,10.0,10.0,10.0,13.0,6.0,21.0,0.0
789,79.0,67.0,54.0,58.0,54.0,45.0,93.0,68.0,42.0,30.24,30.16,10.0,10.0,7.0,16.0,9.0,29.0,0.0
790,81.0,73.0,64.0,62.0,58.0,56.0,81.0,63.0,45.0,30.17,30.1,10.0,10.0,10.0,16.0,8.0,28.0,0.0
791,76.0,71.0,66.0,64.0,62.0,60.0,87.0,76.0,64.0,30.09,30.03,10.0,10.0,7.0,14.0,6.0,21.0,0.0
792,71.0,68.0,65.0,65.0,63.0,60.0,93.0,86.0,79.0,30.06,30.0,10.0,10.0,8.0,9.0,3.0,16.0,0.01
793,72.0,65.0,57.0,59.0,56.0,52.0,90.0,74.0,57.0,30.01,29.88,10.0,10.0,7.0,12.0,4.0,18.0,0.0
794,61.0,54.0,47.0,58.0,50.0,36.0,93.0,76.0,59.0,30.06,29.73,10.0,8.0,1.0,23.0,9.0,37.0,1.33
795,65.0,54.0,42.0,38.0,30.0,23.0,76.0,49.0,21.0,30.28,30.18,10.0,10.0,10.0,18.0,7.0,28.0,0.0
796,69.0,54.0,38.0,34.0,31.0,27.0,79.0,53.0,26.0,30.44,30.31,10.0,10.0,10.0,13.0,5.0,19.0,0.0
797,64.0,53.0,41.0,36.0,29.0,25.0,56.0,42.0,27.0,30.51,30.4,10.0,10.0,10.0,10.0,3.0,16.0,0.0
798,73.0,58.0,42.0,52.0,45.0,36.0,82.0,62.0,42.0,30.33,30.24,10.0,10.0,10.0,14.0,5.0,21.0,0.0
799,78.0,67.0,55.0,59.0,55.0,52.0,93.0,72.0,50.0,30.12,30.04,10.0,10.0,10.0,13.0,7.0,23.0,0.0
800,77.0,70.0,62.0,61.0,60.0,57.0,93.0,72.0,50.0,30.13,30.04,10.0,10.0,10.0,13.0,6.0,22.0,0.0
801,81.0,70.0,59.0,62.0,55.0,35.0,87.0,62.0,36.0,30.18,30.02,10.0,10.0,10.0,16.0,8.0,28.0,0.0
802,78.0,64.0,49.0,62.0,47.0,32.0,81.0,59.0,36.0,30.21,30.06,10.0,10.0,8.0,16.0,6.0,25.0,0.0
803,83.0,73.0,62.0,64.0,50.0,33.0,87.0,53.0,18.0,30.13,29.97,10.0,10.0,9.0,17.0,7.0,28.0,0.0
804,76.0,61.0,45.0,47.0,37.0,33.0,71.0,48.0,25.0,30.21,30.12,10.0,10.0,10.0,12.0,4.0,22.0,0.0
805,79.0,68.0,57.0,56.0,54.0,49.0,93.0,66.0,39.0,30.21,30.13,10.0,10.0,10.0,12.0,6.0,18.0,0.0
806,77.0,68.0,58.0,60.0,57.0,54.0,93.0,74.0,54.0,30.17,30.08,10.0,9.0,5.0,16.0,9.0,26.0,0.0
807,76.0,70.0,64.0,65.0,62.0,59.0,87.0,76.0,64.0,29.95,29.83,10.0,9.0,2.0,21.0,11.0,33.0,0.01
808,83.0,76.0,68.0,69.0,66.0,64.0,90.0,74.0,58.0,29.78,29.69,10.0,8.0,1.0,17.0,9.0,30.0,0.22
809,71.0,65.0,59.0,67.0,58.0,57.0,100.0,92.0,84.0,29.85,29.75,10.0,6.0,1.0,15.0,8.0,27.0,2.18
810,64.0,61.0,58.0,61.0,59.0,57.0,93.0,92.0,90.0,29.95,29.88,10.0,8.0,2.0,16.0,8.0,26.0,0.4
811,71.0,65.0,59.0,63.0,61.0,57.0,100.0,87.0,73.0,29.97,29.93,10.0,7.0,2.0,9.0,3.0,15.0,0.36
812,74.0,66.0,57.0,58.0,56.0,54.0,100.0,75.0,49.0,29.97,29.9,10.0,10.0,8.0,9.0,4.0,16.0,0.0
813,85.0,71.0,56.0,61.0,51.0,37.0,97.0,59.0,20.0,29.83,29.79,10.0,8.0,2.0,15.0,4.0,25.0,0.0
814,92.0,73.0,54.0,63.0,50.0,41.0,73.0,48.0,23.0,29.87,29.79,10.0,10.0,10.0,14.0,5.0,26.0,0.0
815,92.0,80.0,67.0,68.0,58.0,41.0,100.0,59.0,18.0,29.92,29.79,10.0,7.0,3.0,12.0,6.0,20.0,0.0
816,81.0,71.0,61.0,67.0,57.0,42.0,84.0,61.0,37.0,30.02,29.93,10.0,9.0,5.0,13.0,5.0,17.0,0.0
817,79.0,73.0,67.0,67.0,66.0,64.0,90.0,76.0,62.0,29.94,29.88,10.0,6.0,1.0,7.0,4.0,12.0,0.02
818,79.0,68.0,56.0,69.0,66.0,51.0,100.0,85.0,69.0,30.01,29.82,10.0,7.0,2.0,17.0,5.0,25.0,0.07
819,62.0,55.0,47.0,49.0,36.0,28.0,72.0,52.0,31.0,30.29,30.16,10.0,10.0,10.0,18.0,11.0,29.0,0.0
820,64.0,53.0,42.0,32.0,28.0,25.0,62.0,44.0,25.0,30.47,30.39,10.0,10.0,10.0,15.0,5.0,23.0,0.0
821,68.0,52.0,35.0,39.0,34.0,30.0,82.0,57.0,32.0,30.47,30.37,10.0,10.0,10.0,12.0,4.0,20.0,0.0
822,78.0,62.0,45.0,58.0,50.0,40.0,86.0,67.0,47.0,30.22,30.06,10.0,10.0,10.0,17.0,9.0,31.0,0.0
823,82.0,74.0,65.0,65.0,62.0,59.0,87.0,71.0,54.0,29.89,29.8,10.0,10.0,7.0,15.0,9.0,27.0,0.05
824,70.0,59.0,48.0,67.0,46.0,31.0,72.0,51.0,30.0,30.08,29.93,10.0,8.0,2.0,17.0,8.0,28.0,0.15
825,73.0,57.0,41.0,46.0,41.0,39.0,89.0,60.0,31.0,30.03,29.95,10.0,10.0,10.0,12.0,4.0,19.0,0.0
826,74.0,61.0,48.0,57.0,53.0,47.0,93.0,75.0,57.0,29.94,29.9,10.0,9.0,5.0,13.0,4.0,20.0,0.0
827,74.0,65.0,56.0,63.0,55.0,44.0,100.0,70.0,40.0,30.17,30.03,10.0,8.0,2.0,15.0,5.0,24.0,0.0
828,75.0,62.0,48.0,46.0,42.0,40.0,71.0,51.0,31.0,30.18,30.09,10.0,10.0,10.0,10.0,4.0,18.0,0.0
829,69.0,64.0,58.0,68.0,62.0,47.0,100.0,76.0,52.0,30.01,29.91,10.0,5.0,2.0,13.0,6.0,22.0,0.02
830,77.0,73.0,68.0,70.0,69.0,68.0,100.0,88.0,76.0,29.85,29.74,10.0,5.0,2.0,14.0,7.0,24.0,0.03
831,86.0,76.0,66.0,69.0,56.0,39.0,97.0,59.0,20.0,29.76,29.67,10.0,7.0,2.0,12.0,5.0,18.0,0.0
832,66.0,59.0,51.0,52.0,45.0,38.0,72.0,57.0,42.0,30.17,29.97,10.0,9.0,2.0,21.0,8.0,37.0,0.34
833,74.0,60.0,45.0,42.0,38.0,34.0,76.0,50.0,23.0,30.32,30.24,10.0,10.0,10.0,13.0,5.0,20.0,0.0
834,79.0,62.0,44.0,45.0,41.0,39.0,89.0,58.0,27.0,30.26,30.18,10.0,10.0,10.0,12.0,3.0,17.0,0.0
835,83.0,68.0,53.0,53.0,46.0,38.0,66.0,48.0,30.0,30.21,30.15,10.0,10.0,10.0,12.0,4.0,18.0,0.0
836,82.0,68.0,53.0,55.0,47.0,40.0,66.0,50.0,33.0,30.22,30.14,10.0,10.0,10.0,15.0,5.0,25.0,0.0
837,82.0,69.0,55.0,58.0,48.0,35.0,90.0,56.0,21.0,30.12,30.04,10.0,10.0,10.0,15.0,6.0,23.0,0.0
838,85.0,67.0,48.0,51.0,45.0,41.0,86.0,55.0,23.0,30.09,30.01,10.0,10.0,10.0,9.0,3.0,19.0,0.0
839,80.0,68.0,55.0,49.0,43.0,38.0,77.0,51.0,25.0,30.19,30.11,10.0,10.0,10.0,12.0,4.0,19.0,0.0
840,77.0,68.0,58.0,58.0,53.0,44.0,84.0,63.0,41.0,30.16,30.09,10.0,10.0,2.0,16.0,5.0,26.0,0.02
841,79.0,72.0,65.0,66.0,62.0,59.0,87.0,75.0,62.0,30.04,29.96,10.0,10.0,10.0,21.0,8.0,32.0,0.0
842,89.0,80.0,70.0,71.0,68.0,66.0,93.0,74.0,55.0,29.98,29.89,10.0,10.0,6.0,15.0,5.0,26.0,0.0
843,73.0,68.0,62.0,70.0,61.0,58.0,93.0,83.0,73.0,30.13,30.03,10.0,8.0,1.0,15.0,7.0,26.0,1.19
844,72.0,65.0,58.0,61.0,60.0,58.0,100.0,83.0,66.0,30.09,30.04,10.0,8.0,2.0,10.0,4.0,20.0,0.4
845,77.0,66.0,54.0,58.0,56.0,53.0,100.0,75.0,50.0,30.07,30.0,10.0,6.0,0.0,10.0,4.0,17.0,0.0
846,79.0,67.0,54.0,62.0,58.0,53.0,100.0,77.0,54.0,29.93,29.87,10.0,8.0,4.0,14.0,5.0,22.0,0.0
847,75.0,70.0,64.0,71.0,66.0,61.0,100.0,92.0,84.0,29.89,29.84,10.0,7.0,1.0,16.0,8.0,28.0,0.25
848,78.0,71.0,64.0,71.0,67.0,63.0,97.0,90.0,82.0,29.99,29.93,10.0,5.0,0.0,16.0,6.0,25.0,1.34
849,75.0,69.0,63.0,68.0,65.0,63.0,100.0,87.0,73.0,30.13,30.05,10.0,6.0,1.0,13.0,4.0,23.0,1.13
850,81.0,72.0,62.0,67.0,64.0,61.0,100.0,79.0,58.0,30.12,30.06,10.0,6.0,1.0,8.0,2.0,13.0,0.0
851,81.0,71.0,60.0,67.0,63.0,58.0,93.0,72.0,51.0,30.06,29.98,10.0,9.0,2.0,20.0,4.0,35.0,0.58
852,83.0,72.0,60.0,66.0,61.0,58.0,93.0,70.0,47.0,30.08,29.97,10.0,8.0,2.0,17.0,5.0,25.0,0.41
853,84.0,72.0,60.0,60.0,55.0,49.0,93.0,63.0,33.0,30.13,30.06,10.0,10.0,10.0,12.0,4.0,16.0,0.0
854,83.0,69.0,55.0,59.0,54.0,50.0,87.0,61.0,34.0,30.1,30.02,10.0,10.0,10.0,9.0,3.0,17.0,0.0
855,79.0,71.0,63.0,67.0,63.0,58.0,93.0,79.0,64.0,29.96,29.86,10.0,10.0,10.0,13.0,6.0,20.0,0.0
856,88.0,79.0,70.0,73.0,69.0,67.0,93.0,76.0,59.0,29.85,29.77,10.0,10.0,6.0,15.0,7.0,25.0,0.0
857,86.0,79.0,72.0,72.0,69.0,66.0,93.0,77.0,61.0,29.76,29.67,10.0,8.0,4.0,17.0,9.0,27.0,0.0
858,90.0,76.0,62.0,71.0,58.0,36.0,93.0,54.0,15.0,29.78,29.69,10.0,8.0,1.0,16.0,5.0,37.0,0.54
859,87.0,75.0,63.0,73.0,66.0,56.0,93.0,71.0,48.0,29.88,29.78,10.0,8.0,2.0,15.0,7.0,25.0,0.0
860,84.0,80.0,75.0,74.0,73.0,72.0,94.0,82.0,70.0,29.78,29.65,10.0,7.0,3.0,14.0,7.0,23.0,0.0
861,86.0,76.0,66.0,74.0,67.0,62.0,94.0,73.0,51.0,29.81,29.7,10.0,8.0,0.0,13.0,4.0,23.0,0.92
862,78.0,72.0,66.0,65.0,60.0,55.0,87.0,69.0,50.0,29.98,29.89,10.0,10.0,10.0,13.0,7.0,22.0,0.0
863,70.0,64.0,57.0,54.0,51.0,49.0,80.0,68.0,55.0,30.15,30.07,10.0,10.0,10.0,15.0,7.0,25.0,0.0
864,78.0,67.0,55.0,51.0,48.0,46.0,86.0,60.0,33.0,30.14,30.08,10.0,10.0,10.0,12.0,4.0,19.0,0.0
865,87.0,71.0,54.0,55.0,51.0,47.0,89.0,57.0,25.0,30.11,30.04,10.0,10.0,10.0,13.0,5.0,19.0,0.0
866,89.0,74.0,59.0,56.0,53.0,50.0,72.0,51.0,29.0,30.07,30.02,10.0,10.0,10.0,8.0,4.0,15.0,0.0
867,86.0,71.0,56.0,55.0,53.0,50.0,86.0,60.0,34.0,30.1,30.03,10.0,10.0,10.0,10.0,3.0,19.0,0.0
868,85.0,73.0,60.0,62.0,58.0,56.0,90.0,65.0,40.0,30.03,29.96,10.0,10.0,10.0,17.0,6.0,29.0,0.0
869,73.0,70.0,67.0,69.0,65.0,62.0,97.0,88.0,78.0,29.95,29.85,10.0,10.0,3.0,17.0,8.0,27.0,0.11
870,87.0,77.0,67.0,70.0,66.0,64.0,87.0,69.0,50.0,29.81,29.76,10.0,10.0,7.0,16.0,7.0,30.0,0.0
871,91.0,79.0,66.0,74.0,70.0,64.0,93.0,75.0,56.0,30.06,29.87,10.0,6.0,2.0,17.0,8.0,29.0,0.27
872,87.0,76.0,65.0,73.0,67.0,63.0,87.0,76.0,65.0,30.08,29.98,10.0,8.0,2.0,18.0,6.0,26.0,0.33
873,84.0,76.0,68.0,70.0,68.0,63.0,93.0,78.0,62.0,30.2,30.09,10.0,9.0,2.0,17.0,4.0,29.0,0.11
874,87.0,79.0,71.0,70.0,67.0,64.0,79.0,69.0,58.0,30.17,30.09,10.0,10.0,10.0,8.0,4.0,13.0,0.0
875,81.0,72.0,63.0,71.0,68.0,64.0,100.0,87.0,74.0,30.11,30.07,10.0,6.0,1.0,9.0,2.0,16.0,0.77
876,72.0,67.0,62.0,67.0,62.0,54.0,93.0,83.0,72.0,30.13,30.05,10.0,9.0,4.0,9.0,4.0,15.0,0.23
877,80.0,74.0,67.0,67.0,66.0,65.0,100.0,84.0,67.0,30.02,29.92,10.0,6.0,2.0,12.0,5.0,17.0,0.26
878,82.0,74.0,65.0,69.0,66.0,61.0,100.0,83.0,65.0,30.05,29.92,10.0,6.0,1.0,20.0,5.0,31.0,0.2
879,78.0,71.0,64.0,63.0,61.0,58.0,93.0,77.0,60.0,30.11,30.02,10.0,10.0,4.0,15.0,7.0,23.0,0.16
880,76.0,69.0,61.0,65.0,61.0,59.0,100.0,84.0,68.0,30.05,29.97,10.0,5.0,1.0,15.0,5.0,29.0,2.25
881,83.0,73.0,62.0,66.0,62.0,60.0,93.0,74.0,55.0,30.05,29.98,10.0,9.0,5.0,8.0,3.0,13.0,0.0
882,83.0,77.0,70.0,74.0,69.0,64.0,87.0,81.0,74.0,30.07,30.0,10.0,10.0,8.0,9.0,4.0,16.0,0.0
883,87.0,80.0,72.0,75.0,72.0,69.0,93.0,82.0,70.0,30.01,29.94,10.0,10.0,6.0,14.0,5.0,22.0,0.0
884,85.0,78.0,71.0,75.0,72.0,69.0,93.0,84.0,74.0,29.98,29.88,10.0,9.0,2.0,14.0,7.0,22.0,0.01
885,87.0,81.0,74.0,74.0,72.0,70.0,87.0,76.0,65.0,29.98,29.91,10.0,10.0,10.0,13.0,8.0,22.0,0.0
886,86.0,82.0,77.0,77.0,75.0,73.0,88.0,81.0,74.0,30.03,29.96,10.0,8.0,5.0,13.0,6.0,22.0,0.0
887,90.0,79.0,68.0,78.0,73.0,67.0,93.0,76.0,59.0,29.98,29.84,10.0,8.0,5.0,16.0,7.0,28.0,0.52
888,77.0,71.0,65.0,69.0,66.0,64.0,100.0,87.0,74.0,29.88,29.76,10.0,8.0,2.0,12.0,6.0,21.0,0.35
889,91.0,78.0,65.0,77.0,69.0,64.0,100.0,79.0,57.0,30.03,29.9,10.0,6.0,0.0,13.0,5.0,19.0,0.02
890,88.0,79.0,70.0,74.0,71.0,66.0,100.0,78.0,55.0,30.09,30.03,10.0,8.0,3.0,14.0,6.0,21.0,0.18
891,89.0,78.0,66.0,72.0,67.0,61.0,93.0,67.0,40.0,30.11,29.99,10.0,8.0,2.0,13.0,5.0,19.0,0.31
892,82.0,75.0,67.0,75.0,71.0,67.0,100.0,85.0,69.0,29.93,29.87,10.0,8.0,1.0,14.0,3.0,22.0,1.07
893,87.0,78.0,68.0,72.0,69.0,66.0,97.0,75.0,53.0,29.94,29.88,10.0,6.0,1.0,10.0,2.0,16.0,0.19
894,84.0,76.0,68.0,72.0,69.0,63.0,100.0,76.0,51.0,29.94,29.88,10.0,7.0,1.0,10.0,4.0,18.0,0.36
895,85.0,75.0,65.0,70.0,66.0,63.0,93.0,74.0,55.0,29.95,29.89,10.0,6.0,1.0,10.0,3.0,16.0,1.61
896,86.0,77.0,67.0,71.0,68.0,66.0,100.0,76.0,51.0,29.95,29.89,10.0,9.0,2.0,13.0,5.0,20.0,0.1
897,88.0,78.0,68.0,68.0,62.0,53.0,97.0,66.0,34.0,29.91,29.86,10.0,10.0,10.0,14.0,6.0,22.0,0.0
898,90.0,80.0,70.0,63.0,59.0,57.0,68.0,53.0,38.0,29.88,29.85,10.0,10.0,10.0,13.0,4.0,20.0,0.0
899,92.0,81.0,69.0,70.0,65.0,63.0,84.0,64.0,44.0,29.92,29.88,10.0,10.0,10.0,8.0,2.0,14.0,0.0
900,92.0,81.0,70.0,72.0,70.0,67.0,93.0,71.0,49.0,29.93,29.9,10.0,10.0,7.0,12.0,3.0,18.0,0.0
901,92.0,82.0,71.0,72.0,70.0,67.0,93.0,73.0,52.0,29.96,29.92,10.0,10.0,6.0,20.0,5.0,34.0,0.0
902,91.0,80.0,69.0,73.0,71.0,68.0,97.0,77.0,56.0,30.02,29.95,10.0,10.0,9.0,10.0,3.0,14.0,0.0
903,93.0,85.0,76.0,75.0,74.0,72.0,88.0,72.0,56.0,30.07,30.0,10.0,9.0,5.0,12.0,6.0,19.0,0.0
904,94.0,86.0,77.0,77.0,76.0,75.0,91.0,74.0,56.0,30.09,30.0,10.0,10.0,8.0,14.0,6.0,22.0,0.0
905,94.0,85.0,76.0,76.0,75.0,73.0,91.0,76.0,60.0,30.02,29.94,10.0,10.0,10.0,12.0,5.0,18.0,0.0
906,94.0,86.0,78.0,76.0,74.0,73.0,85.0,71.0,56.0,29.93,29.85,10.0,10.0,8.0,12.0,6.0,21.0,0.0
907,96.0,87.0,78.0,75.0,73.0,71.0,85.0,66.0,46.0,29.98,29.9,10.0,8.0,6.0,13.0,7.0,23.0,0.0
908,96.0,86.0,75.0,75.0,73.0,70.0,94.0,71.0,48.0,30.02,29.94,10.0,9.0,6.0,14.0,6.0,22.0,0.0
909,97.0,87.0,76.0,75.0,73.0,71.0,94.0,70.0,46.0,30.0,29.93,10.0,10.0,9.0,10.0,6.0,19.0,0.0
910,96.0,86.0,76.0,75.0,73.0,71.0,88.0,67.0,46.0,30.04,29.96,10.0,9.0,7.0,10.0,4.0,16.0,0.0
911,94.0,86.0,77.0,76.0,73.0,68.0,85.0,67.0,49.0,30.12,30.06,10.0,10.0,10.0,12.0,4.0,17.0,0.0
912,95.0,85.0,75.0,74.0,71.0,69.0,87.0,65.0,43.0,30.2,30.14,10.0,10.0,10.0,9.0,4.0,17.0,0.0
913,96.0,86.0,75.0,73.0,71.0,69.0,87.0,66.0,45.0,30.14,30.08,10.0,10.0,10.0,9.0,4.0,16.0,0.0
914,96.0,86.0,76.0,74.0,72.0,71.0,94.0,72.0,49.0,30.08,30.0,10.0,10.0,3.0,13.0,6.0,22.0,0.0
915,95.0,85.0,75.0,73.0,72.0,68.0,94.0,70.0,46.0,30.1,30.03,10.0,10.0,10.0,14.0,6.0,22.0,0.0
916,93.0,84.0,75.0,74.0,73.0,71.0,94.0,73.0,52.0,30.1,30.01,10.0,10.0,10.0,13.0,6.0,20.0,0.0
917,88.0,83.0,77.0,78.0,75.0,72.0,94.0,81.0,68.0,30.09,30.03,10.0,10.0,7.0,10.0,5.0,16.0,0.02
918,95.0,86.0,76.0,76.0,73.0,69.0,100.0,73.0,46.0,30.15,30.07,10.0,9.0,5.0,13.0,5.0,19.0,0.0
919,96.0,86.0,75.0,75.0,71.0,68.0,87.0,65.0,42.0,30.14,30.06,10.0,10.0,10.0,8.0,2.0,15.0,0.0
920,101.0,87.0,72.0,73.0,71.0,68.0,100.0,69.0,37.0,30.06,30.02,10.0,9.0,1.0,26.0,3.0,39.0,0.33
921,96.0,84.0,71.0,75.0,70.0,66.0,93.0,66.0,39.0,30.05,29.97,10.0,10.0,10.0,9.0,2.0,13.0,0.0
922,94.0,85.0,76.0,74.0,71.0,67.0,88.0,65.0,41.0,29.99,29.94,10.0,10.0,10.0,10.0,4.0,17.0,0.0
923,96.0,85.0,74.0,74.0,71.0,69.0,93.0,70.0,46.0,30.02,29.97,10.0,10.0,8.0,10.0,5.0,17.0,0.0
924,98.0,87.0,76.0,74.0,73.0,71.0,88.0,67.0,45.0,30.05,29.97,10.0,10.0,9.0,14.0,7.0,23.0,0.0
925,98.0,88.0,78.0,75.0,74.0,73.0,85.0,67.0,48.0,30.0,29.91,10.0,10.0,10.0,15.0,8.0,25.0,0.0
926,99.0,90.0,80.0,75.0,74.0,70.0,85.0,62.0,39.0,29.98,29.9,10.0,10.0,10.0,14.0,8.0,24.0,0.0
927,99.0,89.0,79.0,75.0,74.0,73.0,85.0,65.0,45.0,30.01,29.95,10.0,9.0,0.0,16.0,8.0,26.0,0.0
